Row,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15
3000000,4.7563460000000007e-23,1749.528,20.04206,580541300.0,1329167.0,1039091.0,145.3406,3908636000000.0,182141200.0,92867170.0,1011421.0,1843.702,490680.8,10353590.0,684943.4
120000,932198.2,2794.43,20.12144,54192930000.0,1632593.0,1053999.0,548368700.0,163996600000000.0,262230600.0,94522380.0,5561922000.0,58173.51,10775260000.0,79996040000.0,30663120.0
600000,3.120529e-23,1533.385,20.05572,3172175000.0,1576944.0,1043913.0,11384740.0,21822140000000.0,204960500.0,93200750.0,650654100.0,1852.105,789019300.0,1776590000.0,5797054.0
3000000,2.9936750000000002e-27,1528.693,20.04553,499329200.0,1396865.0,1039931.0,1976.297,2892408000000.0,176792400.0,93200750.0,1006735.0,1834.106,249370.8,7920036.0,1384078.0
120000,1021540.0,2772.58,20.13449,36006740000.0,2545266.0,1049423.0,1542897000.0,369125300000000.0,208702500.0,92728190.0,4758195000.0,85160.04,11133590000.0,151940100000.0,39121390.0
600000,0.0,1840.974,20.04837,1895891000.0,1927627.0,1045710.0,8855225.0,27480940000000.0,199852000.0,91891570.0,409433500.0,2293.61,432546300.0,304193500.0,5798585.0
3000000,0.0,1509.495,20.04837,861205500.0,1366744.0,1045460.0,26.92863,3726480000000.0,164879100.0,91891570.0,725824.1,1836.657,348732.8,9493789.0,1335601.0
120000,1178586.0,3039.08,20.1291,36151050000.0,2749326.0,1057033.0,828071800.0,199426600000000.0,222157000.0,93506110.0,15243820000.0,5945184.0,10826540000.0,91337570000.0,41810380.0
600000,0.0,1606.728,20.10427,3044762000.0,1906058.0,1043159.0,32143550.0,8666409000000.0,213400600.0,92330610.0,715640600.0,2508.98,1871312000.0,1021978000.0,5379850.0
3000000,0.0,1574.642,20.04932,1013822000.0,1287956.0,1043159.0,254.4282,768952400000.0,189116000.0,92330610.0,912185.9,2483.008,559400.0,9879530.0,988350.5
120000,3019958.0,2745.514,20.1458,27396330000.0,2888640.0,1050702.0,485291100.0,142179500000000.0,224142600.0,93859140.0,10169800000.0,11379490.0,9237929000.0,83444720000.0,35369150.0
600000,1.297974e-25,2128.855,20.05975,7309097000.0,1867016.0,1047846.0,4116906.0,14447880000000.0,195356600.0,92684080.0,727973300.0,2333.32,525937500.0,1908608000.0,5477551.0
3000000,5.313298e-27,1726.869,20.05084,569295600.0,1478556.0,1044255.0,303.6153,5815569000000.0,184892400.0,92684080.0,2177733.0,1759.834,389373.0,10985940.0,834196.7
120000,1487753.0,2743.875,20.09442,19687890000.0,1806974.0,1055157.0,776129200.0,685401300000000.0,257039300.0,92680060.0,16616930000.0,80666.46,10889060000.0,106912200000.0,59043830.0
600000,6.386608000000001e-23,2002.75,20.04721,4051157000.0,1702787.0,1039286.0,39101030.0,13373980000000.0,244612300.0,92675510.0,342849200.0,2364.053,830247700.0,4185785000.0,8140964.0
3000000,0.0,1923.088,20.03279,267641200.0,1649485.0,1039286.0,8196.206,1989864000000.0,181462700.0,92411680.0,713715.7,1796.794,263605.9,10383170.0,2196236.0
120000,723126.2,2584.104,20.15049,43676360000.0,3170994.0,1060900.0,754679400.0,99852960000000.0,282740800.0,94307530.0,50036210000.0,150362.6,9195325000.0,72011660000.0,47446550.0
600000,7.668229000000001e-25,2023.781,20.0608,11020090000.0,1690205.0,1040878.0,41026910.0,8902877000000.0,187980900.0,93855060.0,240162300.0,2441.923,766455900.0,178621600.0,4871341.0
3000000,7.776524000000001e-27,1854.821,20.05314,3295098000.0,1483811.0,1038816.0,556.5676,4770820000000.0,180860600.0,92984820.0,1547421.0,1782.639,278001.2,7977988.0,784538.7
120000,474712.3,3225.533,20.16159,23353120000.0,3125567.0,1059485.0,696853200.0,299895400000000.0,350347200.0,93352650.0,8905197000.0,155641.3,18683080000.0,133333600000.0,51615140.0
600000,0.0,2079.916,20.06118,3663704000.0,1755586.0,1043800.0,5350285.0,11262410000000.0,224277100.0,92882180.0,352191700.0,2086.426,1685091000.0,338926400.0,6094988.0
3000000,0.0,1774.044,20.04454,1977263000.0,1376560.0,1043156.0,1252.097,4384984000000.0,201801300.0,92722880.0,1854318.0,1786.879,814920.2,10323610.0,776950.0
120000,847006.7,2351.627,20.12557,24500710000.0,2626752.0,1050914.0,729848000.0,287575700000000.0,227077700.0,93597580.0,25951750000.0,252035.5,13179540000.0,108648900000.0,51496310.0
600000,2.02158e-22,1755.046,20.10992,3302259000.0,1786109.0,1050324.0,33809640.0,22576090000000.0,216111600.0,93010020.0,731484900.0,2048.322,800839100.0,211468200.0,6285510.0
3000000,2.3708330000000003e-23,1680.466,20.04631,377836100.0,1348757.0,1042130.0,1075.215,1143094000000.0,190838100.0,91823410.0,1887615.0,2023.708,369055.7,8764747.0,758365.4
120000,471433.1,2945.886,20.12578,29581930000.0,1716520.0,1048041.0,497552600.0,154176900000000.0,317648300.0,93703730.0,23256450000.0,18443610.0,10836610000.0,185281700000.0,48593330.0
