Row,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15
3000000,296303.4,178.6987,20.04651,309242600.0,2166120.0,1063360.0,4904.477,7405131000000.0,263671100.0,95008410.0,3885422.0,1536.36,2525178.0,19710100.0,845178.8
120000,359505200000.0,104112.5,20.11231,380927100000.0,9899588.0,1070445.0,3176868000.0,2.084721e+16,5854232000.0,96339790.0,1.426572e+17,112414.6,7472826000.0,62054700000.0,35444540.0
600000,28881200000.0,7557.969,20.05485,30205790000.0,9600418.0,1066044.0,907382600.0,216221600000000.0,684606600.0,95136490.0,9419406000.0,2596.393,617573300.0,4966611000.0,5178469.0
3000000,142116.1,207.1672,20.05368,504748600.0,3393218.0,1063635.0,28708.56,20239660000000.0,176102400.0,95128690.0,30624360.0,1871.982,661670.4,30608770.0,629255.4
120000,381574900000.0,108502.5,20.21612,319638100000.0,10157570.0,1072868.0,51500720000.0,1.219757e+16,6819806000.0,96616800.0,2.525141e+17,123918.3,14011120000.0,19051750000.0,43973070.0
600000,29367640000.0,5551.734,20.08133,12919000000.0,3864621.0,1065206.0,876289800.0,121531400000000.0,646904200.0,95323250.0,92400630000.0,2164.565,1267535000.0,826319900.0,6337298.0
3000000,3.055859,292.2726,20.02267,602296000.0,2955533.0,1062710.0,13508.1,13833640000000.0,227077200.0,94328760.0,35539390.0,1746.547,3782004.0,19390900.0,1013472.0
120000,360568900000.0,107412.7,20.105,335515600000.0,11046260.0,1073941.0,3234844000.0,1.344009e+16,6324588000.0,96413750.0,4.00407e+16,6679914.0,10021920000.0,82032330000.0,49237570.0
600000,1217691.0,6795.937,20.05075,28040230000.0,5532495.0,1064843.0,1006541000.0,117404700000000.0,265393200.0,95011340.0,32995230000.0,2055.32,870505100.0,582922800.0,5565285.0
3000000,2.048484e-08,203.1364,20.05075,895665900.0,3633964.0,1063786.0,25755.15,9461949000000.0,220690900.0,94940750.0,2731995.0,2014.478,2156918.0,23120750.0,1666378.0
120000,334613800000.0,112959.2,20.14408,21716680000000.0,7667916.0,1072214.0,1690000000.0,1563814000000000.0,5516179000.0,96314190.0,1.820299e+16,10300960.0,12591650000.0,54003500000.0,53409460.0
600000,3115109000.0,5305.666,20.05699,127827300000.0,7574988.0,1064909.0,1331027000.0,362923500000000.0,246588500.0,95715160.0,120029500000.0,2504.599,1104785000.0,505220300.0,5997436.0
3000000,0.0730977,191.2724,20.03573,373728900.0,2003154.0,1062784.0,7768.067,12670930000000.0,191001300.0,94814340.0,495072.6,1975.675,1157440.0,23542420.0,985666.0
120000,382903900000.0,111682.9,20.09345,23460560000000.0,8164810.0,1072484.0,6116565000.0,1212436000000000.0,6088893000.0,96298660.0,3.389785e+16,81264.66,12524600000.0,62326080000.0,46179350.0
600000,335019400.0,7178.641,20.03541,251283600000.0,8074342.0,1064658.0,1815269000.0,278257500000000.0,198520800.0,94771210.0,12986940000.0,2065.059,939009500.0,4155352000.0,5335520.0
3000000,0.03985537,199.0559,20.03541,232798000.0,3927299.0,1062826.0,71470.18,2908201000000.0,147220100.0,94708520.0,2359927.0,1571.788,1685993.0,33517190.0,1592309.0
120000,378539400000.0,112830.3,20.0927,38154620000000.0,6640408.0,1071977.0,2404252000000.0,737342600000000.0,6214540000.0,96694320.0,1.25925e+16,5649598.0,11552360000.0,20853400000.0,43179010.0
600000,15534750000.0,5233.71,20.02336,125268200000.0,6535869.0,1062422.0,743646700.0,330885400000000.0,699731800.0,95347370.0,32362850000.0,2874.282,1584637000.0,510482700.0,6166240.0
3000000,0.119657,184.6171,20.02336,744866200.0,2113730.0,1062394.0,7218.607,20413230000000.0,171423600.0,95163990.0,3355222.0,1807.654,1075749.0,20732370.0,1443759.0
120000,364927900000.0,114620.9,20.13936,30453530000000.0,7871013.0,1067376.0,6243080000.0,2.490246e+16,4512773000.0,95814300.0,2.677871e+17,17549160.0,16986490000.0,31117730000.0,49480340.0
600000,2639251000.0,5519.902,20.05475,103875000000.0,7761463.0,1066550.0,1202222000.0,297552700000000.0,633185800.0,95199680.0,6048889000.0,2152.506,1357599000.0,764347300.0,7346987.0
3000000,0.7207706,282.7267,20.03578,125664600.0,6370976.0,1045901.0,10016.92,21857720000000.0,297266200.0,94708390.0,7028421.0,145.5671,2089929.0,23292370.0,1198962.0
120000,368149800000.0,112233.3,20.11742,21041620000000.0,6917108.0,1070639.0,453160300000.0,1436481000000000.0,5911616000.0,96661080.0,8.242599e+16,14786800.0,13679460000.0,45078200000.0,45017630.0
600000,17391250000.0,5503.087,20.04792,190509000000.0,6813439.0,1065924.0,1588023000.0,142813300000000.0,515965000.0,95780800.0,5999397000.0,2706.521,1127239000.0,1926577000.0,5892431.0
3000000,648.2759,234.8597,20.04502,1203684000.0,3182933.0,1048188.0,26497.42,10289400000000.0,109568100.0,95156080.0,26518060.0,1845.885,1515496.0,30692140.0,850023.8
120000,383291700000.0,108967.8,20.11546,432867900000.0,10379690.0,1070876.0,518702400000.0,1280046000000000.0,5553226000.0,96552320.0,1.002174e+17,67821.39,13019880000.0,38435030000.0,36853390.0
600000,25424160000.0,6688.369,20.05545,13446160000.0,10186920.0,1064039.0,1684234000.0,139195000000000.0,319799100.0,95295400.0,62003390000.0,2813.715,1725728000.0,897551800.0,4815252.0
3000000,0.007631125,185.1025,20.04183,578521900.0,2645332.0,1064037.0,265098.1,23492340000000.0,278007300.0,94324140.0,74784920.0,1448.537,2872294.0,22959770.0,1205428.0
120000,323276800000.0,114796.1,20.14745,304118500000.0,9128415.0,1072223.0,890390500.0,1025678000000000.0,5945761000.0,95488540.0,3.536664e+16,217181.7,9445990000.0,112482300000.0,47962640.0
600000,1466348000.0,10463.67,20.04391,11460790000.0,8718493.0,1064548.0,299834500.0,132855400000000.0,653342900.0,95059480.0,30360930000.0,2254.473,1283428000.0,3022337000.0,7591576.0
3000000,0.02690606,167.9381,20.04391,296572000.0,1992107.0,1061828.0,47790.74,10396350000000.0,226615600.0,94891180.0,2837041.0,1884.628,1602882.0,26100910.0,1083925.0
120000,371451200000.0,100731.6,20.14007,322992500000.0,12275500.0,1074534.0,147979500000.0,2713560000000000.0,5896124000.0,95703440.0,3.80639e+17,296745.9,12023630000.0,37031280000.0,40286630.0
600000,1933648000.0,7591.598,20.05763,5690008000.0,5621798.0,1065442.0,1262343000.0,496716600000000.0,678781200.0,95659350.0,4996783000.0,2551.143,866323100.0,989762700.0,5850378.0
3000000,0.01984714,214.684,20.05763,263246200.0,3677929.0,1063259.0,3421.773,21953220000000.0,207517500.0,95004580.0,8391541.0,1086.572,1405808.0,23064960.0,846760.1
